region,area,suburb,postcode,route,classification,expected minutes,actual visible minutes,html exists,mismatch,both 60 and 90 confusingly present,guarantee wording,office/depot wording,needs owner review
"Hills, Hawkesbury & Hornsby",Hawkesbury,North Richmond,2754,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/north-richmond,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Oakville,2765,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/oakville,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Pitt Town,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/pitt-town,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Pitt Town Bottoms,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/pitt-town-bottoms,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Richmond,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/richmond,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Richmond Lowlands,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/richmond-lowlands,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Sackville,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/sackville,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Scheyville,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/scheyville,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,South Windsor,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/south-windsor,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Tennyson,2754,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/tennyson,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,The Slopes,2754,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/the-slopes,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Vineyard,2765,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/vineyard,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Wheeny Creek,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/wheeny-creek,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Wilberforce,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/wilberforce,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Windsor,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/windsor,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Windsor Downs,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/windsor-downs,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Yarramundi,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/yarramundi,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Annangrove,2156,/service-areas/hills-hawkesbury-and-hornsby/hills-district/annangrove,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Baulkham Hills,2153,/service-areas/hills-hawkesbury-and-hornsby/hills-district/baulkham-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Beaumont Hills,2155,/service-areas/hills-hawkesbury-and-hornsby/hills-district/beaumont-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Bella Vista,2153,/service-areas/hills-hawkesbury-and-hornsby/hills-district/bella-vista,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Box Hill,2765,/service-areas/hills-hawkesbury-and-hornsby/hills-district/box-hill,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Castle Hill,2154,/service-areas/hills-hawkesbury-and-hornsby/hills-district/castle-hill,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Cattai,2756,/service-areas/hills-hawkesbury-and-hornsby/hills-district/cattai,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Dural,2158,/service-areas/hills-hawkesbury-and-hornsby/hills-district/dural,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Glenhaven,2156,/service-areas/hills-hawkesbury-and-hornsby/hills-district/glenhaven,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Glenorie,2157,/service-areas/hills-hawkesbury-and-hornsby/hills-district/glenorie,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Kellyville,2155,/service-areas/hills-hawkesbury-and-hornsby/hills-district/kellyville,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Kenthurst,2156,/service-areas/hills-hawkesbury-and-hornsby/hills-district/kenthurst,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Lower Portland,2756,/service-areas/hills-hawkesbury-and-hornsby/hills-district/lower-portland,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Maraylya,2765,/service-areas/hills-hawkesbury-and-hornsby/hills-district/maraylya,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Maroota,2756,/service-areas/hills-hawkesbury-and-hornsby/hills-district/maroota,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Middle Dural,2158,/service-areas/hills-hawkesbury-and-hornsby/hills-district/middle-dural,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Nelson,2765,/service-areas/hills-hawkesbury-and-hornsby/hills-district/nelson,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Rouse Hill,2155,/service-areas/hills-hawkesbury-and-hornsby/hills-district/rouse-hill,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Sackville North,2756,/service-areas/hills-hawkesbury-and-hornsby/hills-district/sackville-north,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,South Maroota,2756,/service-areas/hills-hawkesbury-and-hornsby/hills-district/south-maroota,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,West Pennant Hills,2125,/service-areas/hills-hawkesbury-and-hornsby/hills-district/west-pennant-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Winston Hills,2153,/service-areas/hills-hawkesbury-and-hornsby/hills-district/winston-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hills District,Wisemans Ferry,2775,/service-areas/hills-hawkesbury-and-hornsby/hills-district/wisemans-ferry,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Arcadia,2159,/service-areas/hills-hawkesbury-and-hornsby/hornsby/arcadia,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Asquith,2077,/service-areas/hills-hawkesbury-and-hornsby/hornsby/asquith,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Beecroft,2119,/service-areas/hills-hawkesbury-and-hornsby/hornsby/beecroft,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Berowra,2081,/service-areas/hills-hawkesbury-and-hornsby/hornsby/berowra,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Berowra Creek,2082,/service-areas/hills-hawkesbury-and-hornsby/hornsby/berowra-creek,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Berowra Heights,2082,/service-areas/hills-hawkesbury-and-hornsby/hornsby/berowra-heights,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Berowra Waters,2082,/service-areas/hills-hawkesbury-and-hornsby/hornsby/berowra-waters,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Berrilee,2159,/service-areas/hills-hawkesbury-and-hornsby/hornsby/berrilee,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Brooklyn,2083,/service-areas/hills-hawkesbury-and-hornsby/hornsby/brooklyn,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Canoelands,2157,/service-areas/hills-hawkesbury-and-hornsby/hornsby/canoelands,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Cheltenham,2119,/service-areas/hills-hawkesbury-and-hornsby/hornsby/cheltenham,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Cherrybrook,2126,/service-areas/hills-hawkesbury-and-hornsby/hornsby/cherrybrook,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Cowan,2081,/service-areas/hills-hawkesbury-and-hornsby/hornsby/cowan,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Dangar Island,2083,/service-areas/hills-hawkesbury-and-hornsby/hornsby/dangar-island,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Fiddletown,2159,/service-areas/hills-hawkesbury-and-hornsby/hornsby/fiddletown,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Forest Glen,2157,/service-areas/hills-hawkesbury-and-hornsby/hornsby/forest-glen,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Galston,2159,/service-areas/hills-hawkesbury-and-hornsby/hornsby/galston,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Hornsby,2077,/service-areas/hills-hawkesbury-and-hornsby/hornsby/hornsby,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Hornsby Heights,2077,/service-areas/hills-hawkesbury-and-hornsby/hornsby/hornsby-heights,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Milsons Passage,2083,/service-areas/hills-hawkesbury-and-hornsby/hornsby/milsons-passage,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Mount Colah,2079,/service-areas/hills-hawkesbury-and-hornsby/hornsby/mount-colah,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Mount Kuring-Gai,2080,/service-areas/hills-hawkesbury-and-hornsby/hornsby/mount-kuring-gai,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Normanhurst,2076,/service-areas/hills-hawkesbury-and-hornsby/hornsby/normanhurst,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,North Epping,2121,/service-areas/hills-hawkesbury-and-hornsby/hornsby/north-epping,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Pennant Hills,2120,/service-areas/hills-hawkesbury-and-hornsby/hornsby/pennant-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Thornleigh,2120,/service-areas/hills-hawkesbury-and-hornsby/hornsby/thornleigh,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Wahroonga,2076,/service-areas/hills-hawkesbury-and-hornsby/hornsby/wahroonga,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Waitara,2077,/service-areas/hills-hawkesbury-and-hornsby/hornsby/waitara,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hornsby,Westleigh,2120,/service-areas/hills-hawkesbury-and-hornsby/hornsby/westleigh,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Gladesville,2111,/service-areas/northern-sydney-and-ryde/hunters-hill/gladesville,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Henley,2111,/service-areas/northern-sydney-and-ryde/hunters-hill/henley,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Hunters Hill,2110,/service-areas/northern-sydney-and-ryde/hunters-hill/hunters-hill,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Huntleys Cove,2111,/service-areas/northern-sydney-and-ryde/hunters-hill/huntleys-cove,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Huntleys Point,2111,/service-areas/northern-sydney-and-ryde/hunters-hill/huntleys-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Hunters Hill,Woolwich,2110,/service-areas/northern-sydney-and-ryde/hunters-hill/woolwich,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,East Killara,2071,/service-areas/northern-sydney-and-ryde/ku-ring-gai/east-killara,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,East Lindfield,2070,/service-areas/northern-sydney-and-ryde/ku-ring-gai/east-lindfield,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Gordon,2072,/service-areas/northern-sydney-and-ryde/ku-ring-gai/gordon,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Killara,2071,/service-areas/northern-sydney-and-ryde/ku-ring-gai/killara,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Lindfield,2070,/service-areas/northern-sydney-and-ryde/ku-ring-gai/lindfield,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,North Turramurra,2074,/service-areas/northern-sydney-and-ryde/ku-ring-gai/north-turramurra,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,North Wahroonga,2076,/service-areas/northern-sydney-and-ryde/ku-ring-gai/north-wahroonga,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Pymble,2073,/service-areas/northern-sydney-and-ryde/ku-ring-gai/pymble,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Roseville,2069,/service-areas/northern-sydney-and-ryde/ku-ring-gai/roseville,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Roseville Chase,2069,/service-areas/northern-sydney-and-ryde/ku-ring-gai/roseville-chase,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,South Turramurra,2074,/service-areas/northern-sydney-and-ryde/ku-ring-gai/south-turramurra,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,St Ives,2075,/service-areas/northern-sydney-and-ryde/ku-ring-gai/st-ives,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,St Ives Chase,2075,/service-areas/northern-sydney-and-ryde/ku-ring-gai/st-ives-chase,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Turramurra,2074,/service-areas/northern-sydney-and-ryde/ku-ring-gai/turramurra,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,Warrawee,2074,/service-areas/northern-sydney-and-ryde/ku-ring-gai/warrawee,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ku-ring-gai,West Pymble,2073,/service-areas/northern-sydney-and-ryde/ku-ring-gai/west-pymble,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Greenwich,2065,/service-areas/northern-sydney-and-ryde/lane-cove/greenwich,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Lane Cove,2066,/service-areas/northern-sydney-and-ryde/lane-cove/lane-cove,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Lane Cove North,2066,/service-areas/northern-sydney-and-ryde/lane-cove/lane-cove-north,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Lane Cove West,2066,/service-areas/northern-sydney-and-ryde/lane-cove/lane-cove-west,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Linley Point,2066,/service-areas/northern-sydney-and-ryde/lane-cove/linley-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Longueville,2066,/service-areas/northern-sydney-and-ryde/lane-cove/longueville,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Northwood,2066,/service-areas/northern-sydney-and-ryde/lane-cove/northwood,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,Riverview,2066,/service-areas/northern-sydney-and-ryde/lane-cove/riverview,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Lane Cove,St Leonards,2065,/service-areas/northern-sydney-and-ryde/lane-cove/st-leonards,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Mosman,Mosman,2088,/service-areas/northern-sydney-and-ryde/mosman/mosman,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Cammeray,2062,/service-areas/northern-sydney-and-ryde/north-sydney/cammeray,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Cremorne,2090,/service-areas/northern-sydney-and-ryde/north-sydney/cremorne,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Cremorne Point,2090,/service-areas/northern-sydney-and-ryde/north-sydney/cremorne-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Crows Nest,2065,/service-areas/northern-sydney-and-ryde/north-sydney/crows-nest,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Kirribilli,2061,/service-areas/northern-sydney-and-ryde/north-sydney/kirribilli,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Kurraba Point,2089,/service-areas/northern-sydney-and-ryde/north-sydney/kurraba-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Lavender Bay,2060,/service-areas/northern-sydney-and-ryde/north-sydney/lavender-bay,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,McMahons Point,2060,/service-areas/northern-sydney-and-ryde/north-sydney/mcmahons-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Milsons Point,2061,/service-areas/northern-sydney-and-ryde/north-sydney/milsons-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Neutral Bay,2089,/service-areas/northern-sydney-and-ryde/north-sydney/neutral-bay,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,North Sydney,2060,/service-areas/northern-sydney-and-ryde/north-sydney/north-sydney,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Waverton,2060,/service-areas/northern-sydney-and-ryde/north-sydney/waverton,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,North Sydney,Wollstonecraft,2065,/service-areas/northern-sydney-and-ryde/north-sydney/wollstonecraft,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Chatswood West,2067,/service-areas/northern-sydney-and-ryde/ryde/chatswood-west,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Denistone,2114,/service-areas/northern-sydney-and-ryde/ryde/denistone,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Denistone East,2112,/service-areas/northern-sydney-and-ryde/ryde/denistone-east,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Denistone West,2114,/service-areas/northern-sydney-and-ryde/ryde/denistone-west,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,East Ryde,2113,/service-areas/northern-sydney-and-ryde/ryde/east-ryde,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Macquarie Park,2113,/service-areas/northern-sydney-and-ryde/ryde/macquarie-park,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Marsfield,2122,/service-areas/northern-sydney-and-ryde/ryde/marsfield,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Meadowbank,2114,/service-areas/northern-sydney-and-ryde/ryde/meadowbank,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,North Ryde,2113,/service-areas/northern-sydney-and-ryde/ryde/north-ryde,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Putney,2112,/service-areas/northern-sydney-and-ryde/ryde/putney,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Ryde,2112,/service-areas/northern-sydney-and-ryde/ryde/ryde,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,Tennyson Point,2111,/service-areas/northern-sydney-and-ryde/ryde/tennyson-point,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Ryde,West Ryde,2114,/service-areas/northern-sydney-and-ryde/ryde/west-ryde,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Artarmon,2064,/service-areas/northern-sydney-and-ryde/willoughby/artarmon,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Castle Cove,2069,/service-areas/northern-sydney-and-ryde/willoughby/castle-cove,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Castlecrag,2068,/service-areas/northern-sydney-and-ryde/willoughby/castlecrag,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Chatswood,2067,/service-areas/northern-sydney-and-ryde/willoughby/chatswood,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Middle Cove,2068,/service-areas/northern-sydney-and-ryde/willoughby/middle-cove,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Naremburn,2065,/service-areas/northern-sydney-and-ryde/willoughby/naremburn,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,North Willoughby,2068,/service-areas/northern-sydney-and-ryde/willoughby/north-willoughby,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Northbridge,2063,/service-areas/northern-sydney-and-ryde/willoughby/northbridge,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Willoughby,2068,/service-areas/northern-sydney-and-ryde/willoughby/willoughby,greater,90,90,yes,no,no,no,no,no
Northern Sydney & Ryde,Willoughby,Willoughby East,2068,/service-areas/northern-sydney-and-ryde/willoughby/willoughby-east,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Allambie Heights,2100,/service-areas/northern-beaches/northern-beaches/allambie-heights,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Avalon Beach,2107,/service-areas/northern-beaches/northern-beaches/avalon-beach,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Balgowlah,2093,/service-areas/northern-beaches/northern-beaches/balgowlah,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Balgowlah Heights,2093,/service-areas/northern-beaches/northern-beaches/balgowlah-heights,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Bayview,2104,/service-areas/northern-beaches/northern-beaches/bayview,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Beacon Hill,2100,/service-areas/northern-beaches/northern-beaches/beacon-hill,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Belrose,2085,/service-areas/northern-beaches/northern-beaches/belrose,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Bilgola Beach,2107,/service-areas/northern-beaches/northern-beaches/bilgola-beach,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Bilgola Plateau,2107,/service-areas/northern-beaches/northern-beaches/bilgola-plateau,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Brookvale,2100,/service-areas/northern-beaches/northern-beaches/brookvale,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Church Point,2105,/service-areas/northern-beaches/northern-beaches/church-point,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Clareville,2107,/service-areas/northern-beaches/northern-beaches/clareville,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Clontarf,2093,/service-areas/northern-beaches/northern-beaches/clontarf,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Coasters Retreat,2108,/service-areas/northern-beaches/northern-beaches/coasters-retreat,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Collaroy,2097,/service-areas/northern-beaches/northern-beaches/collaroy,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Collaroy Plateau,2097,/service-areas/northern-beaches/northern-beaches/collaroy-plateau,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Cottage Point,2084,/service-areas/northern-beaches/northern-beaches/cottage-point,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Cromer,2099,/service-areas/northern-beaches/northern-beaches/cromer,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Curl Curl,2096,/service-areas/northern-beaches/northern-beaches/curl-curl,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Davidson,2085,/service-areas/northern-beaches/northern-beaches/davidson,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Dee Why,2099,/service-areas/northern-beaches/northern-beaches/dee-why,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Duffys Forest,2084,/service-areas/northern-beaches/northern-beaches/duffys-forest,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Elanora Heights,2101,/service-areas/northern-beaches/northern-beaches/elanora-heights,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Elvina Bay,2105,/service-areas/northern-beaches/northern-beaches/elvina-bay,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Fairlight,2094,/service-areas/northern-beaches/northern-beaches/fairlight,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Forestville,2087,/service-areas/northern-beaches/northern-beaches/forestville,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Frenchs Forest,2086,/service-areas/northern-beaches/northern-beaches/frenchs-forest,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Freshwater,2096,/service-areas/northern-beaches/northern-beaches/freshwater,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Great Mackerel Beach,2108,/service-areas/northern-beaches/northern-beaches/great-mackerel-beach,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Ingleside,2101,/service-areas/northern-beaches/northern-beaches/ingleside,greater,90,90,yes,no,no,no,no,no
Northern Beaches,Northern Beaches,Killarney Heights,2087,/service-areas/northern-beaches/northern-beaches/killarney-heights,greater,90,90,yes,no,no,no,no,no
